DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
ZcTag090,180762,Mk10,15:52:24 29-Jul-2019,,,B,35.9677,-74.7796,ZDO -57,15:52:24 29-Jul-2019,Status,4,149,88,253,22,1,132,7,15,102,44,112,82,216,214,1,167,47,210,159,52,149,40,,,,,,,,,
ZcTag090,180762,Mk10,15:52:40 29-Jul-2019,,,B,35.9677,-74.7796,CRC 10204.32802,15:52:38 29-Jul-2019,Status,4,5,250,253,38,39,220,178,55,213,64,3,32,80,166,36,81,18,64,51,18,6,57,,,,,,,,,
ZcTag090,180762,Mk10,16:37:52 29-Jul-2019,,,0,35.9302,-74.8430,CRC 30630.59051,,TimeSeries,215,122,98,213,249,22,147,192,102,223,8,78,214,92,85,230,19,214,213,49,241,112,90,193,8,125,149,247,240,125,173,
ZcTag090,180762,Mk10,00:22:17 30-Jul-2019,,,0,35.6765,-74.6852,CRC 6156.55339,20:00:00 29-Jul-2019,TimeSeries,209,128,205,251,72,3,57,197,98,12,165,131,49,210,89,212,209,220,194,51,127,251,251,46,160,7,31,233,88,70,209,
ZcTag090,180762,Mk10,01:35:45 30-Jul-2019,,,A,35.4811,-74.8230,CRC 29470.58033,14:00:00 03-Oct-2019,TimeSeries,215,49,238,134,227,236,216,240,144,69,166,217,242,38,35,132,125,132,94,124,231,34,192,106,168,199,39,33,136,5,123,
ZcTag090,180762,Mk10,03:17:36 30-Jul-2019,,,B,35.4369,-74.9737,CRC 6220.43958,20:00:00 13-Jul-2019,TimeSeries,209,132,205,219,77,3,57,197,227,30,37,129,161,208,89,212,209,220,194,51,127,251,251,46,160,145,216,21,221,13,156,
ZcTag090,180762,Mk10,10:41:43 30-Jul-2019,,,0,35.4573,-74.6671,CRC 59866.16037,00:00:00 30-May-2019,TimeSeries,222,157,173,124,8,2,217,129,89,2,115,127,255,178,144,17,0,68,35,62,255,255,178,152,24,69,68,36,128,130,64,
ZcTag090,180762,Mk10,12:54:57 30-Jul-2019,,,A,35.5547,-74.4017,CRC 6220.64805,,TimeSeries,209,132,207,224,98,60,6,222,9,0,60,167,0,248,3,252,87,192,94,161,248,15,224,20,214,43,136,191,233,142,188,
ZcTag090,180762,Mk10,00:42:41 31-Jul-2019,,,A,35.3930,-74.5696,CRC 20496.61858,00:42:39 31-Jul-2019,Status,4,5,254,10,167,80,16,50,39,213,80,5,216,111,204,7,113,109,88,31,247,153,95,,,,,,,,,
ZcTag090,180762,Mk10,14:19:33 31-Jul-2019,,,0,35.5773,-74.7207,CRC 30523.52067,08:00:00 27-Jul-2019,TimeSeries,215,115,189,246,136,2,181,0,1,6,12,0,0,2,3,127,123,118,148,0,0,0,60,0,0,16,217,209,16,0,128,
ZcTag090,180762,Mk10,00:03:45 01-Aug-2019,,,A,35.7787,-74.5944,CRC 48671.21460,06:00:00 08-Jul-2016,TAD,27,225,241,208,103,191,245,61,230,15,136,5,204,244,253,62,164,58,173,99,139,228,33,251,192,182,87,71,142,79,192,
ZcTag090,180762,Mk10,02:12:25 01-Aug-2019,,,B,35.8502,-74.7589,CRC 59898.51846,00:00:00 30-Jul-2019,TimeSeries,222,159,173,252,8,2,91,129,217,2,115,127,255,178,216,53,192,68,35,123,249,255,178,152,12,68,65,20,6,33,207,
ZcTag090,180762,Mk10,09:47:56 01-Aug-2019,,,0,35.6575,-74.8136,MaxWetDry (121) < MinWetDry (142),09:47:56 01-Aug-2019,Status,4,172,182,84,86,84,170,12,52,80,199,232,6,246,57,231,139,140,130,8,54,75,133,,,,,,,,,
ZcTag090,180762,Mk10,09:48:12 01-Aug-2019,,,0,35.6575,-74.8136,CRC 13351.61428,04:00:00 30-Jul-2019,TimeSeries,211,66,125,252,72,2,186,51,127,255,182,224,77,64,173,108,250,225,60,215,44,20,229,19,96,148,120,210,50,29,108,
ZcTag090,180762,Mk10,09:48:59 01-Aug-2019,,,0,35.6575,-74.8136,CRC 14827.14473,,TimeSeries,211,158,185,191,50,58,176,219,243,138,152,219,143,250,213,115,219,121,93,15,151,224,241,143,133,54,1,69,240,205,1,
ZcTag090,180762,Mk10,11:20:20 01-Aug-2019,,,1,35.7834,-74.4475,CRC 37828.57363,17:00:00 30-Jul-2016,TimeSeries,217,60,65,253,21,255,120,63,64,222,38,255,255,4,120,239,71,14,47,7,199,60,133,241,26,117,147,,,,,
ZcTag090,180762,Mk10,15:39:22 01-Aug-2019,,,B,35.7495,-74.2103,CRC 14359.61748,09:00:00 31-Jul-2019,TimeSeries,211,129,125,254,152,135,24,,,,,,,,,,,,,,,,,,,,,,,,,
ZcTag090,180762,Mk10,23:39:09 01-Aug-2019,,,0,35.8501,-74.4959,CRC 47187.12803,08:00:00 30-Jul-2019,LinkedTemperature,203,133,61,252,136,3,152,30,247,187,114,160,13,0,208,72,135,232,10,113,57,72,208,152,219,81,218,20,121,52,92,
ZcTag090,180762,Mk10,01:20:47 02-Aug-2019,,,A,35.7938,-74.4474,CRC 59866.14467,00:00:00 31-Jul-2019,TimeSeries,222,157,173,254,8,2,217,129,89,2,115,127,255,178,152,17,0,68,35,59,255,255,178,152,8,68,89,227,213,119,43,
ZcTag090,180762,Mk10,00:50:47 03-Aug-2019,,,0,36.0346,-74.1599,CRC 47259.13539,04:00:00 01-Aug-2019,TimeSeries,219,137,190,2,72,0,116,209,84,144,0,0,0,0,0,0,36,33,93,105,211,137,211,214,31,1,255,240,186,51,12,
ZcTag090,180762,Mk10,01:00:13 03-Aug-2019,,,0,36.0346,-74.1599,CRC 51219.17913,06:00:00 24-Oct-2019,TimeSeries,220,129,62,176,97,223,230,159,179,52,90,249,138,188,14,57,204,99,134,17,206,115,140,120,225,156,33,28,57,203,195,
ZcTag090,180762,Mk10,01:16:32 03-Aug-2019,,,A,36.0412,-74.1649,CRC 13607.54441,,,243,82,125,253,109,182,146,77,52,150,97,54,75,247,109,147,109,147,102,64,240,148,167,193,120,63,65,254,0,0,127,
ZcTag090,180762,Mk10,21:13:59 03-Aug-2019,,,0,36.0029,-74.2055,CRC 56586.14045,17:00:00 15-Aug-2019,TimeSeries,221,208,174,31,30,31,140,127,28,60,126,8,224,208,64,163,3,38,51,43,158,255,23,103,36,209,19,92,85,131,135,
ZcTag090,180762,Mk10,15:10:27 04-Aug-2019,,,B,36.0770,-74.0321,CRC 26788.46236,,TimeSeries,214,138,79,253,72,194,178,77,182,108,153,38,217,155,51,102,106,200,181,191,51,19,20,70,49,153,220,,,,,
ZcTag090,180762,Mk10,22:20:54 04-Aug-2019,,,0,36.3942,-74.3782,CRC 21986.38099,12:00:00 11-Aug-2019,TimeSeries,213,94,46,22,200,23,93,65,51,187,186,251,191,255,255,255,255,239,24,39,4,214,254,27,77,113,226,238,151,220,95,
ZcTag090,180762,Mk10,22:22:33 04-Aug-2019,,,0,36.3942,-74.3782,CRC 56586.51119,,TimeSeries,221,208,174,51,193,214,121,109,24,129,189,56,175,104,29,36,186,22,181,15,92,79,41,132,227,129,152,117,166,250,233,
ZcTag090,180762,Mk10,22:41:25 04-Aug-2019,,,0,36.2028,-74.3029,CRC 64824.322,,TimeSeries,223,211,134,7,200,28,120,99,251,150,148,0,64,0,4,4,68,0,243,187,248,227,196,193,226,240,121,195,65,135,143,
ZcTag090,180762,Mk10,22:41:52 04-Aug-2019,,,0,36.2028,-74.3029,CRC 23009.13670,00:00:00 02-Aug-2019,TimeSeries,213,158,30,4,8,3,247,179,183,33,20,251,83,135,157,153,155,132,199,101,134,113,52,179,168,130,83,106,123,66,0,
ZcTag090,180762,Mk10,01:56:49 05-Aug-2019,,,A,36.3343,-74.9710,CRC 63789.26652,08:00:00 01-Aug-2019,TimeSeries,223,146,222,2,136,0,212,0,217,128,0,0,0,0,0,0,0,56,28,7,199,193,192,224,224,0,2,1,231,163,71,
ZcTag090,180762,Mk10,02:32:08 05-Aug-2019,,,B,36.7133,-74.6713,CRC 29471.36842,12:00:00 28-Jul-2019,TimeSeries,215,49,253,248,200,1,16,60,60,60,60,60,60,60,60,60,63,119,207,224,141,208,18,6,230,225,110,59,185,103,56,
ZcTag090,180762,Mk10,02:32:08 05-Aug-2019,,,0,36.1969,-74.4911,CRC 29467.12331,12:00:00 29-Jul-2019,TimeSeries,215,49,189,250,200,3,16,60,60,61,60,60,60,60,60,60,62,46,68,198,78,243,161,114,79,244,168,14,91,252,111,
ZcTag090,180762,Mk10,10:51:17 05-Aug-2019,,,0,36.0025,-73.8425,CRC 28510.57803,,TimeSeries,214,245,236,30,56,113,195,199,30,48,198,12,225,112,251,192,7,255,29,142,252,36,205,,,,,,,,,
ZcTag090,180762,Mk10,14:19:29 05-Aug-2019,,,B,36.1469,-75.0820,CRC 27060.47175,,TAD,150,155,77,253,72,2,188,0,0,64,0,0,0,1,0,0,0,8,0,0,0,0,102,251,191,229,136,,,,,
ZcTag090,180762,Mk10,14:41:30 05-Aug-2019,,,0,36.3688,-75.3266,value: 4,14:41:30 05-Aug-2019,Status,4,38,10,234,91,65,145,50,55,213,64,5,222,180,143,254,204,4,2,250,94,241,133,,,,,,,,,
ZcTag090,180762,Mk10,22:36:46 05-Aug-2019,,,1,36.0089,-74.8192,CRC 59871.20832,08:00:00 20-Dec-2019,TimeSeries,222,157,255,40,138,139,208,114,64,249,41,61,122,135,49,239,131,238,63,59,136,185,137,93,225,60,123,47,36,224,191,
ZcTag090,180762,Mk10,01:38:32 06-Aug-2019,,,0,35.7892,-74.6565,CRC 45460.25842,00:00:00 05-Aug-2019,TimeSeries,219,25,78,10,11,63,93,43,132,16,218,8,108,245,177,145,137,34,164,71,254,6,18,33,18,237,157,158,114,25,106,
ZcTag090,180762,Mk10,10:23:13 06-Aug-2019,,,0,35.6144,-75.1303,CRC 56586.38029,20:00:00 02-Aug-2019,TimeSeries,221,208,174,5,73,68,127,251,114,98,21,65,128,0,0,0,1,8,69,93,0,16,29,245,34,90,6,28,54,124,119,
ZcTag090,180762,Mk10,10:23:52 06-Aug-2019,,,0,35.6144,-75.1303,CRC 25660.41068,15:00:00 02-Jun-2016,TimeSeries,214,67,193,132,246,186,92,0,134,0,33,235,154,107,19,47,241,144,32,8,0,68,68,82,61,136,219,218,234,233,182,
ZcTag090,180762,Mk10,10:25:02 06-Aug-2019,,,0,35.6144,-75.1303,CRC 36947.45455,20:00:00 01-Aug-2019,TimeSeries,217,5,62,3,72,3,165,88,3,130,7,46,255,37,72,149,34,148,174,74,110,243,40,66,0,0,64,65,6,34,44,
ZcTag090,180762,Mk10,13:04:05 06-Aug-2019,,,B,35.6316,-75.1806,CRC 56586.4554,20:00:00 02-Aug-2019,TimeSeries,221,208,174,5,73,68,95,251,242,98,21,65,128,0,0,0,1,8,69,93,0,0,46,239,58,162,20,78,29,189,120,
ZcTag090,180762,Mk10,13:49:57 06-Aug-2019,,,0,35.7989,-75.3553,CRC 59867.55951,,TimeSeries,222,157,191,220,74,10,30,137,182,200,70,75,177,213,60,221,59,137,106,6,222,80,55,120,124,239,131,178,36,254,73,
ZcTag090,180762,Mk10,15:31:17 06-Aug-2019,,,0,35.8281,-74.5069,CRC 56586.56420,20:00:00 02-Aug-2019,TimeSeries,221,208,174,5,73,68,127,251,114,98,21,65,128,0,0,0,1,0,192,38,1,86,198,124,171,93,156,174,176,193,145,
ZcTag090,180762,Mk10,20:43:23 06-Aug-2019,,,0,35.9054,-74.5032,CRC 21845.50104,21:00:00 10-May-2017,TimeSeries,213,85,85,85,85,85,85,85,85,42,170,245,58,53,106,69,43,84,183,33,235,109,100,222,225,34,27,216,240,89,40,
ZcTag090,180762,Mk10,20:45:22 06-Aug-2019,,,0,35.9054,-74.5032,CRC 3435.13240,16:00:00 06-Aug-2019,TimeSeries,208,214,190,13,9,198,150,38,18,12,200,14,225,79,4,245,35,33,0,198,154,109,245,52,132,234,229,229,198,129,102,
ZcTag090,180762,Mk10,22:26:45 06-Aug-2019,,,A,36.0153,-74.3928,CRC 56586.58028,20:00:00 02-Aug-2019,TimeSeries,221,208,174,5,73,68,127,251,114,98,21,65,128,90,105,100,100,33,24,248,205,200,87,55,115,179,18,99,228,98,216,
ZcTag090,180762,Mk10,00:17:08 07-Aug-2019,,,0,35.8647,-74.4795,CRC 58930.12761,00:00:00 06-Aug-2019,TimeSeries,222,99,46,12,9,195,95,255,255,255,255,255,255,255,255,178,92,196,0,0,69,68,153,144,64,0,0,0,124,110,16,
ZcTag090,180762,Mk10,00:48:34 07-Aug-2019,,,1,35.7471,-74.4654,CRC 56586.9310,20:00:00 02-Aug-2019,TimeSeries,221,208,174,5,73,196,86,78,74,87,155,122,201,13,183,190,211,73,4,188,49,166,172,243,203,148,37,235,125,132,10,
ZcTag090,180762,Mk10,02:12:58 07-Aug-2019,,,0,36.0340,-74.3117,CRC 36947.2675,20:00:00 01-Aug-2019,TimeSeries,217,5,62,3,72,1,245,216,3,128,3,54,239,36,0,22,38,170,237,56,94,120,88,122,84,85,165,0,172,7,99,
ZcTag090,180762,Mk10,02:12:58 07-Aug-2019,,,,,,CRC 36947.10607,20:00:00 01-Aug-2019,TimeSeries,217,5,62,3,72,3,245,216,3,128,3,54,239,36,0,22,38,170,238,51,57,222,123,135,48,207,113,130,191,44,25,
ZcTag090,180762,Mk10,03:21:05 07-Aug-2019,,,B,36.0993,-74.2971,CRC 26892.62512,12:00:00 06-Aug-2019,TimeSeries,214,144,206,12,203,6,213,85,117,113,81,8,136,128,64,72,68,148,76,196,136,73,145,106,83,133,149,19,174,97,112,
ZcTag090,180762,Mk10,10:43:49 07-Aug-2019,,,0,36.0140,-74.0918,CRC 58930.55607,00:00:00 06-Aug-2019,TimeSeries,222,99,46,12,9,195,95,255,255,255,255,255,255,255,255,178,92,196,0,0,69,68,153,144,64,0,0,0,0,5,16,
ZcTag090,180762,Mk10,10:44:55 07-Aug-2019,,,0,36.0140,-74.0918,CRC 52840.280,08:00:00 05-Aug-2019,TimeSeries,220,230,142,10,139,63,95,187,187,187,187,186,51,174,223,171,56,228,0,103,190,241,90,179,32,74,1,145,135,176,85,
ZcTag090,180762,Mk10,13:00:35 07-Aug-2019,,,0,36.0617,-74.0670,CRC 36947.20050,20:00:00 01-Aug-2019,TimeSeries,217,5,62,3,72,3,245,216,3,128,3,54,239,36,0,22,38,170,238,106,110,179,40,64,0,0,128,64,4,2,60,
ZcTag090,180762,Mk10,13:00:54 07-Aug-2019,,,0,36.0617,-74.0670,CRC 10133.15380,16:00:00 01-Aug-2019,TimeSeries,210,121,94,3,8,0,116,0,42,99,46,28,64,0,0,0,0,0,0,125,80,152,182,71,192,180,29,155,213,32,247,
ZcTag090,180762,Mk10,13:01:09 07-Aug-2019,,,0,36.0617,-74.0670,CRC 28495.60139,15:00:00 13-Jan-2018,TimeSeries,214,244,248,90,248,89,156,222,99,51,247,76,206,166,225,162,60,90,184,186,115,126,219,,,,,,,,,
