"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"ZcTag096",180774,16605,35.76439,-74.87622,1,08/12/2019 22:51:38,Argos,0,78,SR,,401677489.77,08/12/2019 22:51:14,1,6,1,-119,401677489.77,-74.87622,35.76439,-74.87622,35.76439,56,3,1138,8622,150,92,1575,211,255,222,25,8,1,88,60,60,60,60,22,42,1,130,119,255,255,183,46,84,226,49,27,102,1,162,72,222,32,208,
"ZcTag096",180774,16605,35.70297,-74.87404,A,08/12/2019 22:51:31,Argos,0,34,NP,,401650000,08/12/2019 22:51:14,1,3,0,-133,401650000,-74.87404,35.70297,-74.87404,35.70297,6,3,0,0,0,147,3326,211,255,222,25,8,1,88,60,60,33,140,20,162,1,130,84,117,87,145,161,61,113,252,202,103,67,34,218,251,246,62,
"ZcTag096",180774,16605,35.76439,-74.87622,1,08/12/2019 22:51:38,Argos,0,78,SR,,401677489.77,08/12/2019 22:51:48,3,6,1,-119,401677489.77,-74.87622,35.76439,-74.87622,35.76439,56,3,1138,8622,150,92,1575,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,183,46,84,226,33,26,102,1,162,88,222,32,208,
"ZcTag096",180774,16605,35.70297,-74.87404,A,08/12/2019 22:51:31,Argos,0,34,NP,,401650000,08/12/2019 22:51:48,2,3,0,-133,401650000,-74.87404,35.70297,-74.87404,35.70297,6,3,0,0,0,147,3326,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,183,46,84,226,33,26,102,1,162,88,222,32,208,
"ZcTag096",180774,16605,35.76439,-74.87622,1,08/12/2019 22:51:38,Argos,0,78,SR,,401677489.77,08/12/2019 22:52:02,1,6,1,-119,401677489.77,-74.87622,35.76439,-74.87622,35.76439,56,3,1138,8622,150,92,1575,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,183,46,84,226,33,26,102,75,152,125,12,187,33,
"ZcTag096",180774,16605,35.76439,-74.87622,1,08/12/2019 22:51:38,Argos,0,78,SR,,401677489.77,08/12/2019 22:52:17,1,6,1,-119,401677489.77,-74.87622,35.76439,-74.87622,35.76439,56,3,1138,8622,150,92,1575,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,191,46,245,129,243,17,85,78,46,158,126,230,29,
"ZcTag096",180774,16605,35.68091,-74.99874,B,08/13/2019 00:52:22,Argos,0,53,MC,,401677371.29,08/13/2019 00:51:56,1,2,0,-126,401677371.29,-74.99874,35.68091,-74.99874,35.68091,6,3,5518,12363,2462,80,2364,211,255,222,25,8,17,88,52,60,188,60,22,34,1,130,119,223,255,183,47,87,98,33,26,102,1,162,24,214,52,208,
"ZcTag096",180774,16605,35.68091,-74.99874,B,08/13/2019 00:52:22,Argos,0,53,MC,,401677371.29,08/13/2019 00:52:49,1,2,0,-126,401677371.29,-74.99874,35.68091,-74.99874,35.68091,6,3,5518,12363,2462,80,2364,215,206,254,25,72,1,153,225,193,89,193,115,187,255,183,114,166,17,98,24,26,28,150,28,154,29,22,28,35,123,252,
"ZcTag096",180774,16605,35.69825,-74.40903,0,08/13/2019 00:52:19,Argos,0,718,NN,,401677402.27,08/13/2019 00:52:49,2,5,0,-125,401677402.27,-74.40903,35.69825,-74.40903,35.69825,48,3,6686,28890,1547,100,858,215,206,254,25,72,1,153,225,193,89,193,115,187,255,183,114,166,17,98,24,26,28,150,28,154,29,22,28,35,123,252,
"ZcTag096",180774,16605,35.69825,-74.40903,0,08/13/2019 00:52:19,Argos,0,718,NN,,401677402.27,08/13/2019 00:54:24,2,5,0,-125,401677402.27,-74.40903,35.69825,-74.40903,35.69825,48,3,6686,28890,1547,100,858,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,183,46,84,226,33,26,102,1,162,88,222,32,208,
