Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
16605,180774,31,SR,1,1,12-Aug-2019,22:51:38,35.7644,-74.8762,,401677489,-119,56,0,12-Aug-2019,22:51:14,35.7644,-74.8762,63,1138,8622,150,92,,,211,255,222,25,8,1,88,60,60,60,60,22,42,1,130,119,255,255,183,46,84,226,49,27,102,1,162,72,222,32,208,
16605,180774,31,SR,1,1,12-Aug-2019,22:51:38,35.7644,-74.8762,,401677489,-119,56,2,12-Aug-2019,22:51:48,35.7644,-74.8762,63,1138,8622,150,92,,,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,183,46,84,226,33,26,102,1,162,88,222,32,208,
16605,180774,31,SR,1,1,12-Aug-2019,22:51:38,35.7644,-74.8762,,401677489,-119,56,0,12-Aug-2019,22:52:02,35.7644,-74.8762,63,1138,8622,150,92,,,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,183,46,84,226,33,26,102,75,152,125,12,187,33,
16605,180774,31,SR,1,1,12-Aug-2019,22:51:38,35.7644,-74.8762,,401677489,-119,56,0,12-Aug-2019,22:52:17,35.7644,-74.8762,63,1138,8622,150,92,,,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,191,46,245,129,243,17,85,78,46,158,126,230,29,
16605,180774,31,NP,A,2,12-Aug-2019,22:51:31,35.7030,-74.8740,,401650000,-133,6,0,12-Aug-2019,22:51:14,35.7030,-74.8740,34,,,,,,,211,255,222,25,8,1,88,60,60,33,140,20,162,1,130,84,117,87,145,161,61,113,252,202,103,67,34,218,251,246,62,
16605,180774,31,NP,A,2,12-Aug-2019,22:51:31,35.7030,-74.8740,,401650000,-133,6,1,12-Aug-2019,22:51:48,35.7030,-74.8740,34,,,,,,,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,183,46,84,226,33,26,102,1,162,88,222,32,208,
16605,180774,31,MC,B,3,13-Aug-2019,00:52:22,35.6809,-74.9987,,401677371,-126,6,0,13-Aug-2019,00:51:56,35.6809,-74.9987,53,5518,12363,2462,80,,,211,255,222,25,8,17,88,52,60,188,60,22,34,1,130,119,223,255,183,47,87,98,33,26,102,1,162,24,214,52,208,
16605,180774,31,MC,B,3,13-Aug-2019,00:52:22,35.6809,-74.9987,,401677371,-126,6,0,13-Aug-2019,00:52:49,35.6809,-74.9987,53,5518,12363,2462,80,,,215,206,254,25,72,1,153,225,193,89,193,115,187,255,183,114,166,17,98,24,26,28,150,28,154,29,22,28,35,123,252,
16605,180774,31,NN,0,4,13-Aug-2019,00:52:19,35.6982,-74.4090,,401677402,-125,48,1,13-Aug-2019,00:52:49,35.6982,-74.4090,665,6686,28890,1547,100,,,215,206,254,25,72,1,153,225,193,89,193,115,187,255,183,114,166,17,98,24,26,28,150,28,154,29,22,28,35,123,252,
16605,180774,31,NN,0,4,13-Aug-2019,00:52:19,35.6982,-74.4090,,401677402,-125,48,1,13-Aug-2019,00:54:24,35.6982,-74.4090,665,6686,28890,1547,100,,,211,255,222,25,8,1,88,60,60,60,60,22,34,1,130,119,255,255,183,46,84,226,33,26,102,1,162,88,222,32,208,
