DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
ZcTag091,180777,Mk10,20:37:16 29-Jul-2019,,,,,,CRC 32899.42175,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,3,84,60,60,13,47,136,83,160,149,44,198,204,6,121,225,43,39,107,99,64,107,237,7,116,127,
ZcTag091,180777,Mk10,20:38:10 29-Jul-2019,,,,,,CRC 32858.64802,,TimeSeries,216,5,161,213,168,169,123,99,241,62,200,97,191,6,96,92,249,203,25,244,112,248,69,213,219,192,24,185,131,252,121,
ZcTag091,180777,Mk10,21:52:58 29-Jul-2019,,,,,,CRC 32899.43393,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,62,5,138,159,84,127,159,255,143,254,208,94,196,24,41,137,
ZcTag091,180777,Mk10,21:53:31 29-Jul-2019,,,,,,CRC 32899.25679,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,48,196,247,79,87,68,145,
ZcTag091,180777,Mk10,23:31:23 29-Jul-2019,,,1,36.4323,-79.5041,CRC 32899.46793,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,3,84,60,60,60,60,60,60,61,13,244,181,63,14,12,24,30,33,32,72,37,147,104,114,177,48,
ZcTag091,180777,Mk10,23:31:41 29-Jul-2019,,,1,36.4323,-79.5041,CRC 32899.21570,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,255,255,178,66,193,
ZcTag091,180777,Mk10,23:31:57 29-Jul-2019,,,1,36.4323,-79.5041,CRC 32899.14562,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,122,159,29,189,167,218,
ZcTag091,180777,Mk10,23:32:49 29-Jul-2019,,,1,36.4323,-79.5041,Protocol Version: 7,23:32:49 29-Jul-2019,Status,4,164,91,94,235,132,88,119,96,120,60,39,248,34,98,155,245,220,73,218,235,255,11,,,,,,,,,
ZcTag091,180777,Mk10,00:21:37 30-Jul-2019,,,0,35.5677,-74.8022,CRC 32899.18858,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,3,84,60,56,86,174,0,84,26,199,224,30,66,102,173,220,189,181,108,211,46,97,202,230,104,38,
ZcTag091,180777,Mk10,00:22:22 30-Jul-2019,,,0,35.5677,-74.8022,CRC 15454.25655,14:00:00 07-Jan-2016,TimeSeries,211,197,224,78,225,187,212,58,203,72,247,156,248,179,74,229,85,218,75,105,36,146,73,36,146,73,147,100,202,146,183,
ZcTag091,180777,Mk10,00:23:03 30-Jul-2019,,,0,35.5677,-74.8022,CRC 14341.6379,20:00:00 29-Jul-2019,TimeSeries,211,128,93,251,72,2,90,24,34,166,20,43,220,51,147,25,196,61,181,99,76,159,74,38,130,126,152,154,154,169,115,
ZcTag091,180777,Mk10,00:23:18 30-Jul-2019,,,0,35.5677,-74.8022,CRC 32899.27343,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,35,124,74,172,131,100,74,119,10,163,172,79,199,92,159,72,48,159,104,157,10,112,139,72,137,189,
ZcTag091,180777,Mk10,00:23:58 30-Jul-2019,,,0,35.5677,-74.8022,CRC 33939.37509,,TimeSeries,216,73,63,242,215,42,187,160,94,19,207,189,27,54,80,212,218,7,124,8,14,102,196,221,16,0,51,36,190,130,53,
ZcTag091,180777,Mk10,00:41:30 30-Jul-2019,,,B,35.5756,-74.8543,CRC 32899.49850,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,131,80,60,60,156,11,49,38,66,107,14,124,105,111,216,204,47,41,189,112,16,109,207,51,31,244,
ZcTag091,180777,Mk10,00:42:00 30-Jul-2019,,,B,35.5756,-74.8543,CRC 51402.36823,13:00:00 03-Jun-2017,TimeSeries,220,140,165,134,214,64,19,24,194,40,101,123,126,86,119,216,30,247,243,24,198,163,226,210,37,167,168,140,177,249,219,
ZcTag091,180777,Mk10,02:05:14 30-Jul-2019,,,B,35.6320,-74.9111,CRC 14341.22833,20:00:00 29-Jul-2019,TimeSeries,211,128,93,251,72,2,90,24,130,42,93,2,174,125,60,226,41,254,250,201,221,32,175,10,22,232,128,173,186,245,189,
ZcTag091,180777,Mk10,02:10:41 30-Jul-2019,,,0,35.4810,-74.6794,CRC 14341.17656,20:00:00 29-Jul-2019,TimeSeries,211,128,93,251,64,130,90,25,162,162,1,253,243,105,227,205,14,98,158,254,122,14,50,30,215,143,37,131,31,248,15,
ZcTag091,180777,Mk10,02:11:24 30-Jul-2019,,,0,35.4810,-74.6794,CRC 14341.40243,20:00:00 25-Jul-2019,TimeSeries,211,128,93,243,72,3,26,85,202,15,175,116,114,166,17,36,175,243,121,13,129,77,20,27,30,96,141,223,253,128,62,
ZcTag091,180777,Mk10,02:13:16 30-Jul-2019,,,0,35.4810,-74.6794,CRC 28638.28659,16:12:00 25-Sep-2018,LinkedTemperature,198,253,234,115,0,192,225,95,104,41,172,199,155,73,204,222,82,58,31,71,23,24,71,223,126,152,238,12,95,38,227,
ZcTag091,180777,Mk10,02:13:48 30-Jul-2019,,,0,35.4810,-74.6794,CRC 32899.21489,16:00:00 29-Jul-2019,TimeSeries,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,60,60,60,60,54,62,246,10,191,196,153,175,66,71,201,242,
ZcTag091,180777,Mk10,03:15:13 30-Jul-2019,,,B,35.5219,-74.7449,CRC 14341.48710,20:00:00 29-Jul-2019,TimeSeries,211,128,93,251,72,2,90,24,162,166,20,43,127,251,114,224,30,1,66,115,159,246,224,194,183,191,110,88,152,29,28,
ZcTag091,180777,Mk10,14:32:29 30-Jul-2019,,,A,35.7013,-74.7806,CRC 36779.47570,14:32:29 30-Jul-2019,Status,4,173,214,232,27,2,159,150,55,218,244,141,139,218,61,211,13,198,67,143,171,201,230,,,,,,,,,
ZcTag091,180777,Mk10,14:32:59 30-Jul-2019,,,A,35.7013,-74.7806,CRC 23745.42686,08:00:00 30-Jul-2019,TimeSeries,213,204,29,252,136,1,219,123,227,24,154,222,251,169,115,243,203,133,133,94,216,38,49,175,245,37,220,3,71,168,248,
ZcTag091,180777,Mk10,14:33:51 30-Jul-2019,,,A,35.7013,-74.7806,CRC 14341.58716,20:00:00 29-Jul-2019,TimeSeries,211,128,93,251,72,2,90,24,34,166,20,43,127,255,237,14,248,218,5,32,17,116,209,180,203,129,129,15,233,153,58,
ZcTag091,180777,Mk10,16:07:30 30-Jul-2019,,,B,35.7129,-74.9541,CRC 41133.13603,11:00:00 26-Mar-2019,TimeSeries,218,10,220,244,182,146,148,181,165,37,229,109,171,91,86,173,110,154,133,70,180,130,212,171,213,80,97,42,170,169,114,
ZcTag091,180777,Mk10,22:54:45 30-Jul-2019,,,0,35.5991,-74.8950,CRC 23745.3675,08:00:00 30-Jul-2019,TimeSeries,213,204,29,252,136,1,219,63,251,178,148,25,65,96,75,6,4,35,2,126,190,126,4,89,147,41,147,227,21,123,234,
ZcTag091,180777,Mk10,22:55:26 30-Jul-2019,,,0,35.5991,-74.8950,CRC 15851.61507,00:00:00 30-Jul-2019,TimeSeries,211,222,189,252,0,115,221,225,201,252,14,122,57,205,175,93,228,48,0,209,252,210,83,199,173,222,18,118,170,215,94,
ZcTag091,180777,Mk10,22:55:52 30-Jul-2019,,,0,35.5991,-74.8950,CRC 14341.26900,20:00:00 29-Jul-2019,TimeSeries,211,128,93,251,72,2,90,24,34,166,20,43,127,251,114,224,30,33,66,115,191,254,251,39,70,187,0,15,55,128,184,
ZcTag091,180777,Mk10,22:56:15 30-Jul-2019,,,0,35.5991,-74.8950,CRC 33230.15467,12:00:00 29-Jul-2019,TimeSeries,216,28,237,250,207,44,135,14,165,194,119,254,40,218,64,96,245,244,201,5,142,199,44,35,71,220,163,69,217,7,70,
ZcTag091,180777,Mk10,00:09:29 31-Jul-2019,,,B,35.6222,-74.6652,CRC 23745.4812,09:00:00 30-Jun-2019,TimeSeries,213,204,29,188,156,93,46,17,92,212,95,214,70,80,93,187,212,149,46,73,233,16,55,98,172,69,79,206,162,129,144,
ZcTag091,180777,Mk10,00:09:45 31-Jul-2019,,,B,35.6222,-74.6652,CRC 52965.23245,04:00:00 30-Jul-2019,TimeSeries,220,238,93,252,72,2,26,24,21,216,130,167,189,250,17,173,85,32,90,44,68,78,244,230,172,87,3,74,136,160,136,
ZcTag091,180777,Mk10,01:56:10 31-Jul-2019,,,1,35.5123,-74.5573,CRC 56729.56162,16:00:00 30-Jul-2019,TimeSeries,221,217,157,253,14,160,100,119,169,196,15,186,160,54,28,158,106,135,35,85,23,45,152,208,9,84,123,119,10,110,1,
ZcTag091,180777,Mk10,01:56:26 31-Jul-2019,,,1,35.5123,-74.5573,CRC 41089.23918,12:00:00 30-Jul-2019,TimeSeries,218,8,29,252,200,1,91,251,119,45,138,33,65,85,70,123,21,192,241,240,41,253,119,224,15,19,229,244,110,38,172,
ZcTag091,180777,Mk10,01:56:46 31-Jul-2019,,,1,35.5123,-74.5573,CRC 23745.20621,08:00:00 30-Jul-2019,TimeSeries,213,204,29,252,136,1,219,63,251,178,148,25,65,111,187,190,237,172,176,79,134,33,39,166,192,79,19,115,197,65,54,
ZcTag091,180777,Mk10,01:57:03 31-Jul-2019,,,1,35.5123,-74.5573,CRC 52965.29070,04:00:00 30-Jul-2019,TimeSeries,220,238,93,252,72,2,26,24,21,153,26,105,151,65,120,233,20,193,130,247,224,171,62,75,128,179,53,147,131,135,101,
ZcTag091,180777,Mk10,01:57:33 31-Jul-2019,,,1,35.5123,-74.5573,CRC 15851.1608,00:00:00 30-Jul-2019,TimeSeries,211,222,189,252,8,2,57,18,11,122,161,127,101,44,135,4,200,247,19,108,98,170,165,85,85,85,85,106,170,172,232,
ZcTag091,180777,Mk10,02:34:12 31-Jul-2019,,,B,35.5059,-74.5403,CRC 30863.56912,,DiveDepth,247,136,248,89,67,240,16,64,212,211,188,240,185,188,59,241,134,57,167,219,254,68,195,127,160,120,124,239,226,236,254,
ZcTag091,180777,Mk10,10:29:25 31-Jul-2019,,,0,35.5683,-74.5171,CRC 58319.26204,20:00:00 30-Jul-2019,TimeSeries,222,60,253,253,72,0,151,59,183,40,51,183,113,70,72,94,22,28,44,10,209,8,225,200,242,85,164,129,189,184,120,
ZcTag091,180777,Mk10,10:29:44 31-Jul-2019,,,0,35.5683,-74.5171,CRC 56729.51732,16:00:00 30-Jul-2019,TimeSeries,221,217,157,253,8,3,55,33,51,114,153,111,50,228,43,55,41,198,255,159,237,232,153,25,203,86,240,113,7,156,140,
