"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"ZcTag091",180777,16605,,,,,,,54,NP,,401650000,07/29/2019 20:37:16,1,2,0,-133,401650000,,,,,,,,,,,,216,8,61,251,8,3,84,60,60,13,47,136,83,160,149,44,198,204,6,121,225,43,39,107,99,64,107,237,7,116,127,
"ZcTag091",180777,16605,,,,,,,54,NP,,401650000,07/29/2019 20:38:10,1,2,0,-133,401650000,,,,,,,,,,,,216,5,161,213,168,169,123,99,241,62,200,97,191,6,96,92,249,203,25,244,112,248,69,213,219,192,24,185,131,252,121,
"ZcTag091",180777,16605,,,,,,,32,SR,,401650000,07/29/2019 21:52:58,1,2,0,-138,401650000,,,,,,,,,,,,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,62,5,138,159,84,127,159,255,143,254,208,94,196,24,41,137,
"ZcTag091",180777,16605,,,,,,,32,SR,,401650000,07/29/2019 21:53:31,1,2,0,-138,401650000,,,,,,,,,,,,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,48,196,247,79,87,68,145,
"ZcTag091",180777,16605,36.43226,-79.50414,1,07/29/2019 23:31:57,Argos,0,85,SR,,401677552.33,07/29/2019 23:31:23,1,4,0,-122,401677552.33,-79.50414,36.43226,-74.65321,35.48056,60,3,1034,20646,51,102,2907,216,8,61,251,8,3,84,60,60,60,60,60,60,61,13,244,181,63,14,12,24,30,33,32,72,37,147,104,114,177,48,
"ZcTag091",180777,16605,36.43226,-79.50414,1,07/29/2019 23:31:57,Argos,0,85,SR,,401677552.33,07/29/2019 23:31:41,1,4,0,-122,401677552.33,-79.50414,36.43226,-74.65321,35.48056,60,3,1034,20646,51,102,2907,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,255,255,178,66,193,
"ZcTag091",180777,16605,36.43226,-79.50414,1,07/29/2019 23:31:57,Argos,0,85,SR,,401677552.33,07/29/2019 23:31:57,1,4,0,-122,401677552.33,-79.50414,36.43226,-74.65321,35.48056,60,3,1034,20646,51,102,2907,216,8,61,251,8,3,84,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,122,159,29,189,167,218,
"ZcTag091",180777,16605,36.43226,-79.50414,1,07/29/2019 23:31:57,Argos,0,85,SR,,401677552.33,07/29/2019 23:32:49,1,4,0,-122,401677552.33,-79.50414,36.43226,-74.65321,35.48056,60,3,1034,20646,51,102,2907,4,164,91,94,235,132,88,119,96,120,60,39,248,34,98,155,245,220,73,218,235,255,11,,,,,,,,,
"ZcTag091",180777,16605,35.5677,-74.80216,0,07/30/2019 00:22:51,Argos,0,141,NN,,401677539.85,07/30/2019 00:21:37,1,5,0,-127,401677539.85,-74.80216,35.5677,-74.80216,35.5677,48,3,4539,33912,607,71,2018,216,8,61,251,8,3,84,60,56,86,174,0,84,26,199,224,30,66,102,173,220,189,181,108,211,46,97,202,230,104,38,
"ZcTag091",180777,16605,35.5677,-74.80216,0,07/30/2019 00:22:51,Argos,0,141,NN,,401677539.85,07/30/2019 00:22:22,1,5,0,-127,401677539.85,-74.80216,35.5677,-74.80216,35.5677,48,3,4539,33912,607,71,2018,211,197,224,78,225,187,212,58,203,72,247,156,248,179,74,229,85,218,75,105,36,146,73,36,146,73,147,100,202,146,183,
